Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadRawShovel:9321, oredict.toolHeadRawShovelWitchwood.name
gregtech:gt.meta.toolHeadRawShovel:9322, oredict.toolHeadRawShovelOgrewood.name
gregtech:gt.meta.toolHeadRawShovel:9323, oredict.toolHeadRawShovelWyvernwood.name
gregtech:gt.meta.toolHeadRawShovel:9324, oredict.toolHeadRawShovelAspen.name
gregtech:gt.meta.toolHeadRawShovel:9325, oredict.toolHeadRawShovelDouglasFir.name
gregtech:gt.meta.toolHeadRawShovel:9326, oredict.toolHeadRawShovelSycamore.name
gregtech:gt.meta.toolHeadRawShovel:9327, oredict.toolHeadRawShovelWhiteCedar.name
gregtech:gt.meta.toolHeadRawShovel:9328, oredict.toolHeadRawShovelWhiteElm.name
gregtech:gt.meta.toolHeadRawShovel:9329, oredict.toolHeadRawShovelThorntree.name
gregtech:gt.meta.toolHeadRawShovel:9330, oredict.toolHeadRawShovelSilverPine.name
gregtech:gt.meta.toolHeadRawShovel:9331, oredict.toolHeadRawShovelAlder.name
gregtech:gt.meta.toolHeadRawShovel:9332, oredict.toolHeadRawShovelHawthorn.name
gregtech:gt.meta.toolHeadRawShovel:9333, oredict.toolHeadRawShovelRowan.name
gregtech:gt.meta.toolHeadRawShovel:9334, oredict.toolHeadRawShovelAutumnwood.name
gregtech:gt.meta.toolHeadRawShovel:9335, oredict.toolHeadRawShovelPine.name
gregtech:gt.meta.toolHeadRawShovel:9336, oredict.toolHeadRawShovelCypress.name
gregtech:gt.meta.toolHeadRawShovel:9337, oredict.toolHeadRawShovelFir.name
gregtech:gt.meta.toolHeadRawShovel:9338, oredict.toolHeadRawShovelJapaneseMaple.name
gregtech:gt.meta.toolHeadRawShovel:9339, oredict.toolHeadRawShovelRainbowEucalyptus.name
gregtech:gt.meta.toolHeadRawShovel:9340, oredict.toolHeadRawShovelRedwood.name
gregtech:gt.meta.toolHeadRawShovel:9341, oredict.toolHeadRawShovelSakura.name
gregtech:gt.meta.toolHeadRawShovel:9342, oredict.toolHeadRawShovelBalsa.name
gregtech:gt.meta.toolHeadRawShovel:9343, oredict.toolHeadRawShovelBaobab.name
gregtech:gt.meta.toolHeadRawShovel:9344, oredict.toolHeadRawShovelCherrywood.name
gregtech:gt.meta.toolHeadRawShovel:9345, oredict.toolHeadRawShovelChestnutwood.name
gregtech:gt.meta.toolHeadRawShovel:9346, oredict.toolHeadRawShovelCitruswood.name
gregtech:gt.meta.toolHeadRawShovel:9347, oredict.toolHeadRawShovelCocobolowood.name
gregtech:gt.meta.toolHeadRawShovel:9348, oredict.toolHeadRawShovelEbony.name
gregtech:gt.meta.toolHeadRawShovel:9349, oredict.toolHeadRawShovelGiganteumwood.name
gregtech:gt.meta.toolHeadRawShovel:9350, oredict.toolHeadRawShovelGreenheart.name
gregtech:gt.meta.toolHeadRawShovel:9351, oredict.toolHeadRawShovelIpe.name
gregtech:gt.meta.toolHeadRawShovel:9352, oredict.toolHeadRawShovelKapok.name
gregtech:gt.meta.toolHeadRawShovel:9353, oredict.toolHeadRawShovelLarch.name
gregtech:gt.meta.toolHeadRawShovel:9354, oredict.toolHeadRawShovelLimewood.name
gregtech:gt.meta.toolHeadRawShovel:9355, oredict.toolHeadRawShovelMahoe.name
gregtech:gt.meta.toolHeadRawShovel:9356, oredict.toolHeadRawShovelMahogany.name
gregtech:gt.meta.toolHeadRawShovel:9357, oredict.toolHeadRawShovelPadauk.name
gregtech:gt.meta.toolHeadRawShovel:9358, oredict.toolHeadRawShovelPalm.name
gregtech:gt.meta.toolHeadRawShovel:9359, oredict.toolHeadRawShovelPapayawood.name
gregtech:gt.meta.toolHeadRawShovel:9360, oredict.toolHeadRawShovelPlumwood.name
gregtech:gt.meta.toolHeadRawShovel:9361, oredict.toolHeadRawShovelPoplar.name
gregtech:gt.meta.toolHeadRawShovel:9362, oredict.toolHeadRawShovelSequoia.name
gregtech:gt.meta.toolHeadRawShovel:9363, oredict.toolHeadRawShovelTeak.name
gregtech:gt.meta.toolHeadRawShovel:9364, oredict.toolHeadRawShovelWalnutwood.name
gregtech:gt.meta.toolHeadRawShovel:9365, oredict.toolHeadRawShovelWenge.name
gregtech:gt.meta.toolHeadRawShovel:9366, oredict.toolHeadRawShovelZebrawood.name
gregtech:gt.meta.toolHeadRawShovel:9367, oredict.toolHeadRawShovelDarkwood.name
gregtech:gt.meta.toolHeadRawShovel:9368, oredict.toolHeadRawShovelEtherealwood.name
gregtech:gt.meta.toolHeadRawShovel:9369, oredict.toolHeadRawShovelGoldwood.name
gregtech:gt.meta.toolHeadRawShovel:9370, oredict.toolHeadRawShovelHellbark.name
gregtech:gt.meta.toolHeadRawShovel:9371, oredict.toolHeadRawShovelJacaranda.name
gregtech:gt.meta.toolHeadRawShovel:9372, oredict.toolHeadRawShovelMangrove.name
gregtech:gt.meta.toolHeadRawShovel:9373, oredict.toolHeadRawShovelSacredOak.name
gregtech:gt.meta.toolHeadRawShovel:9374, oredict.toolHeadRawShovelMagicwood.name
gregtech:gt.meta.toolHeadRawShovel:9375, oredict.toolHeadRawShovelApplewood.name
gregtech:gt.meta.toolHeadRawShovel:9376, oredict.toolHeadRawShovelAshwood.name
gregtech:gt.meta.toolHeadRawShovel:9377, oredict.toolHeadRawShovelBeech.name
gregtech:gt.meta.toolHeadRawShovel:9378, oredict.toolHeadRawShovelBoxwood.name
gregtech:gt.meta.toolHeadRawShovel:9379, oredict.toolHeadRawShovelBrazilwood.name
gregtech:gt.meta.toolHeadRawShovel:9380, oredict.toolHeadRawShovelButternutwood.name
gregtech:gt.meta.toolHeadRawShovel:9381, oredict.toolHeadRawShovelCedar.name
gregtech:gt.meta.toolHeadRawShovel:9382, oredict.toolHeadRawShovelElderwood.name
gregtech:gt.meta.toolHeadRawShovel:9383, oredict.toolHeadRawShovelElm.name
gregtech:gt.meta.toolHeadRawShovel:9384, oredict.toolHeadRawShovelEucalyptus.name
gregtech:gt.meta.toolHeadRawShovel:9385, oredict.toolHeadRawShovelFigwood.name
gregtech:gt.meta.toolHeadRawShovel:9386, oredict.toolHeadRawShovelGingko.name
gregtech:gt.meta.toolHeadRawShovel:9387, oredict.toolHeadRawShovelHemlock.name
gregtech:gt.meta.toolHeadRawShovel:9388, oredict.toolHeadRawShovelHickory.name
gregtech:gt.meta.toolHeadRawShovel:9389, oredict.toolHeadRawShovelHolly.name
gregtech:gt.meta.toolHeadRawShovel:9390, oredict.toolHeadRawShovelHornbeam.name
gregtech:gt.meta.toolHeadRawShovel:9391, oredict.toolHeadRawShovelIroko.name
gregtech:gt.meta.toolHeadRawShovel:9392, oredict.toolHeadRawShovelLocust.name
gregtech:gt.meta.toolHeadRawShovel:9393, oredict.toolHeadRawShovelLogwood.name
gregtech:gt.meta.toolHeadRawShovel:9394, oredict.toolHeadRawShovelMaclura.name
gregtech:gt.meta.toolHeadRawShovel:9395, oredict.toolHeadRawShovelOlivewood.name
gregtech:gt.meta.toolHeadRawShovel:9396, oredict.toolHeadRawShovelPearwood.name
gregtech:gt.meta.toolHeadRawShovel:9397, oredict.toolHeadRawShovelPinkIvory.name
gregtech:gt.meta.toolHeadRawShovel:9398, oredict.toolHeadRawShovelPurpleheart.name
gregtech:gt.meta.toolHeadRawShovel:9399, oredict.toolHeadRawShovelRosewood.name
gregtech:gt.meta.toolHeadRawShovel:9400, oredict.toolHeadRawShovelSweetgum.name
gregtech:gt.meta.toolHeadRawShovel:9401, oredict.toolHeadRawShovelSyzgium.name
gregtech:gt.meta.toolHeadRawShovel:9402, oredict.toolHeadRawShovelWhitebeam.name
gregtech:gt.meta.toolHeadRawShovel:9403, oredict.toolHeadRawShovelYew.name
gregtech:gt.meta.toolHeadRawShovel:9404, oredict.toolHeadRawShovelWoodScorched.name
gregtech:gt.meta.toolHeadRawShovel:9405, oredict.toolHeadRawShovelWoodVarnished.name
gregtech:gt.meta.toolHeadRawShovel:9406, oredict.toolHeadRawShovelWoodTainted.name
gregtech:gt.meta.toolHeadRawShovel:9407, oredict.toolHeadRawShovelWoodBleached.name
gregtech:gt.meta.toolHeadRawShovel:9408, oredict.toolHeadRawShovelFoxfirewood.name
gregtech:gt.meta.toolHeadRawShovel:9409, oredict.toolHeadRawShovelBlueSpruce.name
gregtech:gt.meta.toolHeadRawShovel:9715, oredict.toolHeadRawShovelMarshmallow.name
gregtech:gt.meta.toolHeadRawShovel:9716, oredict.toolHeadRawShovelPEZ.name
gregtech:gt.meta.toolHeadRawShovel:9717, oredict.toolHeadRawShovelLicorice.name
gregtech:gt.meta.toolHeadRawShovel:9802, oredict.toolHeadRawShovelIce.name
gregtech:gt.meta.toolHeadRawShovel:15000, oredict.toolHeadRawShovelTitaniumNiobiumCarbide.name
gregtech:gt.meta.toolHeadRawShovel:15400, oredict.toolHeadRawShovelPolytetrafluoroethylene.name
gregtech:gt.meta.toolHeadRawShovel:15401, oredict.toolHeadRawShovelPolyethylene.name
gregtech:gt.meta.toolHeadRawShovel:15402, oredict.toolHeadRawShovelPolyvinylchloride.name
gregtech:gt.meta.toolHeadRawShovel:15403, oredict.toolHeadRawShovelEpoxid.name
gregtech:gt.meta.toolHeadShovel:40, oredict.toolHeadShovelBeryllium.name
gregtech:gt.meta.toolHeadShovel:130, oredict.toolHeadShovelAluminium.name
gregtech:gt.meta.toolHeadShovel:220, oredict.toolHeadShovelTitanium.name
gregtech:gt.meta.toolHeadShovel:240, oredict.toolHeadShovelChromium.name
gregtech:gt.meta.toolHeadShovel:250, oredict.toolHeadShovelManganese.name
gregtech:gt.meta.toolHeadShovel:260, oredict.toolHeadShovelIron.name
gregtech:gt.meta.toolHeadShovel:270, oredict.toolHeadShovelCobalt.name
gregtech:gt.meta.toolHeadShovel:278, oredict.toolHeadShovelCobalt60.name
gregtech:gt.meta.toolHeadShovel:280, oredict.toolHeadShovelNickel.name
gregtech:gt.meta.toolHeadShovel:290, oredict.toolHeadShovelCopper.name
gregtech:gt.meta.toolHeadShovel:400, oredict.toolHeadShovelZirconium.name
gregtech:gt.meta.toolHeadShovel:420, oredict.toolHeadShovelMolybdenum.name
gregtech:gt.meta.toolHeadShovel:430, oredict.toolHeadShovelTechnetium.name
gregtech:gt.meta.toolHeadShovel:460, oredict.toolHeadShovelPalladium.name
gregtech:gt.meta.toolHeadShovel:470, oredict.toolHeadShovelSilver.name
gregtech:gt.meta.toolHeadShovel:600, oredict.toolHeadShovelNeodymium.name
gregtech:gt.meta.toolHeadShovel:740, oredict.toolHeadShovelTungsten.name
gregtech:gt.meta.toolHeadShovel:760, oredict.toolHeadShovelOsmiumElemental.name
gregtech:gt.meta.toolHeadShovel:770, oredict.toolHeadShovelIridium.name
gregtech:gt.meta.toolHeadShovel:780, oredict.toolHeadShovelPlatinum.name
gregtech:gt.meta.toolHeadShovel:790, oredict.toolHeadShovelGold.name
gregtech:gt.meta.toolHeadShovel:820, oredict.toolHeadShovelLead.name
gregtech:gt.meta.toolHeadShovel:830, oredict.toolHeadShovelBismuth.name
gregtech:gt.meta.toolHeadShovel:900, oredict.toolHeadShovelThorium.name
gregtech:gt.meta.toolHeadShovel:920, oredict.toolHeadShovelUranium.name
gregtech:gt.meta.toolHeadShovel:921, oredict.toolHeadShovelUranium235.name
gregtech:gt.meta.toolHeadShovel:922, oredict.toolHeadShovelUranium233.name
gregtech:gt.meta.toolHeadShovel:940, oredict.toolHeadShovelPlutonium.name
gregtech:gt.meta.toolHeadShovel:942, oredict.toolHeadShovelPlutonium240.name
gregtech:gt.meta.toolHeadShovel:943, oredict.toolHeadShovelPlutonium241.name
gregtech:gt.meta.toolHeadShovel:945, oredict.toolHeadShovelPlutonium243.name
gregtech:gt.meta.toolHeadShovel:946, oredict.toolHeadShovelPlutonium238.name
gregtech:gt.meta.toolHeadShovel:947, oredict.toolHeadShovelPlutonium239.name
gregtech:gt.meta.toolHeadShovel:950, oredict.toolHeadShovelAmericium.name
gregtech:gt.meta.toolHeadShovel:951, oredict.toolHeadShovelAmericium241.name
gregtech:gt.meta.toolHeadShovel:1260, oredict.toolHeadShovelTrinium.name
gregtech:gt.meta.toolHeadShovel:1520, oredict.toolHeadShovelVibranium.name
gregtech:gt.meta.toolHeadShovel:1740, oredict.toolHeadShovelNaquadah.name
gregtech:gt.meta.toolHeadShovel:1741, oredict.toolHeadShovelNaquadahEnriched.name
gregtech:gt.meta.toolHeadShovel:1742, oredict.toolHeadShovelNaquadria.name
gregtech:gt.meta.toolHeadShovel:2210, oredict.toolHeadShovelAtlarus.name
gregtech:gt.meta.toolHeadShovel:3800, oredict.toolHeadShovelNeutronium.name
gregtech:gt.meta.toolHeadShovel:8001, oredict.toolHeadShovelGlass.name
gregtech:gt.meta.toolHeadShovel:8002, oredict.toolHeadShovelFlint.name
gregtech:gt.meta.toolHeadShovel:8003, oredict.toolHeadShovelCarborundum.name
gregtech:gt.meta.toolHeadShovel:8210, oredict.toolHeadShovelBlizz.name
gregtech:gt.meta.toolHeadShovel:8211, oredict.toolHeadShovelBlaze.name
gregtech:gt.meta.toolHeadShovel:8214, oredict.toolHeadShovelObsidian.name
gregtech:gt.meta.toolHeadShovel:8217, oredict.toolHeadShovelRubber.name
gregtech:gt.meta.toolHeadShovel:8218, oredict.toolHeadShovelPlastic.name
gregtech:gt.meta.toolHeadShovel:8219, oredict.toolHeadShovelBone.name
gregtech:gt.meta.toolHeadShovel:8221, oredict.toolHeadShovelWood.name
gregtech:gt.meta.toolHeadShovel:8222, oredict.toolHeadShovelWoodTreated.name
gregtech:gt.meta.toolHeadShovel:8224, oredict.toolHeadShovelWoodRubber.name
gregtech:gt.meta.toolHeadShovel:8227, oredict.toolHeadShovelPeanutWood.name
gregtech:gt.meta.toolHeadShovel:8247, oredict.toolHeadShovelBasalz.name
gregtech:gt.meta.toolHeadShovel:8248, oredict.toolHeadShovelBlitz.name
gregtech:gt.meta.toolHeadShovel:8267, oredict.toolHeadShovelWoodPolished.name
gregtech:gt.meta.toolHeadShovel:8277, oredict.toolHeadShovelPetrifiedWood.name
gregtech:gt.meta.toolHeadShovel:8296, oredict.toolHeadShovelGreatwood.name
gregtech:gt.meta.toolHeadShovel:8297, oredict.toolHeadShovelSilverwood.name
gregtech:gt.meta.toolHeadShovel:8300, oredict.toolHeadShovelDiamond.name
gregtech:gt.meta.toolHeadShovel:8301, oredict.toolHeadShovelEmerald.name
gregtech:gt.meta.toolHeadShovel:8302, oredict.toolHeadShovelRuby.name
gregtech:gt.meta.toolHeadShovel:8303, oredict.toolHeadShovelBalasRuby.name
gregtech:gt.meta.toolHeadShovel:8304, oredict.toolHeadShovelSapphire.name
gregtech:gt.meta.toolHeadShovel:8305, oredict.toolHeadShovelGreenSapphire.name
gregtech:gt.meta.toolHeadShovel:8306, oredict.toolHeadShovelTopaz.name
gregtech:gt.meta.toolHeadShovel:8307, oredict.toolHeadShovelBlueTopaz.name
gregtech:gt.meta.toolHeadShovel:8308, oredict.toolHeadShovelTanzanite.name
gregtech:gt.meta.toolHeadShovel:8309, oredict.toolHeadShovelRedJasper.name
gregtech:gt.meta.toolHeadShovel:8310, oredict.toolHeadShovelAmber.name
gregtech:gt.meta.toolHeadShovel:8311, oredict.toolHeadShovelOlivine.name
gregtech:gt.meta.toolHeadShovel:8312, oredict.toolHeadShovelOpal.name
gregtech:gt.meta.toolHeadShovel:8313, oredict.toolHeadShovelAmethyst.name
gregtech:gt.meta.toolHeadShovel:8314, oredict.toolHeadShovelOrangeSapphire.name
gregtech:gt.meta.toolHeadShovel:8315, oredict.toolHeadShovelYellowSapphire.name
gregtech:gt.meta.toolHeadShovel:8318, oredict.toolHeadShovelEnderPearl.name
gregtech:gt.meta.toolHeadShovel:8319, oredict.toolHeadShovelEnderEye.name
gregtech:gt.meta.toolHeadShovel:8320, oredict.toolHeadShovelNetherStar.name
gregtech:gt.meta.toolHeadShovel:8321, oredict.toolHeadShovelJade.name
gregtech:gt.meta.toolHeadShovel:8322, oredict.toolHeadShovelCraponite.name
gregtech:gt.meta.toolHeadShovel:8323, oredict.toolHeadShovelAquamarine.name
gregtech:gt.meta.toolHeadShovel:8324, oredict.toolHeadShovelMorganite.name
gregtech:gt.meta.toolHeadShovel:8325, oredict.toolHeadShovelDioptase.name
gregtech:gt.meta.toolHeadShovel:8326, oredict.toolHeadShovelSpinel.name
gregtech:gt.meta.toolHeadShovel:8328, oredict.toolHeadShovelBlueSapphire.name
gregtech:gt.meta.toolHeadShovel:8346, oredict.toolHeadShovelNetherQuartz.name
gregtech:gt.meta.toolHeadShovel:8347, oredict.toolHeadShovelCertusQuartz.name
gregtech:gt.meta.toolHeadShovel:8348, oredict.toolHeadShovelChargedCertusQuartz.name
gregtech:gt.meta.toolHeadShovel:8350, oredict.toolHeadShovelInfusedDull.name
gregtech:gt.meta.toolHeadShovel:8351, oredict.toolHeadShovelInfusedVis.name
gregtech:gt.meta.toolHeadShovel:8352, oredict.toolHeadShovelInfusedAir.name
gregtech:gt.meta.toolHeadShovel:8353, oredict.toolHeadShovelInfusedFire.name
gregtech:gt.meta.toolHeadShovel:8354, oredict.toolHeadShovelInfusedEarth.name
gregtech:gt.meta.toolHeadShovel:8355, oredict.toolHeadShovelInfusedWater.name
gregtech:gt.meta.toolHeadShovel:8356, oredict.toolHeadShovelInfusedEntropy.name
gregtech:gt.meta.toolHeadShovel:8357, oredict.toolHeadShovelInfusedOrder.name
gregtech:gt.meta.toolHeadShovel:8358, oredict.toolHeadShovelInfusedBalance.name
gregtech:gt.meta.toolHeadShovel:8381, oredict.toolHeadShovelDarkMatter.name
gregtech:gt.meta.toolHeadShovel:8382, oredict.toolHeadShovelRedMatter.name
gregtech:gt.meta.toolHeadShovel:8383, oredict.toolHeadShovelPurpleSapphire.name
gregtech:gt.meta.toolHeadShovel:8384, oredict.toolHeadShovelHeliodor.name
gregtech:gt.meta.toolHeadShovel:8385, oredict.toolHeadShovelGoshenite.name
gregtech:gt.meta.toolHeadShovel:8386, oredict.toolHeadShovelBixbite.name
gregtech:gt.meta.toolHeadShovel:8387, oredict.toolHeadShovelMaxixe.name
gregtech:gt.meta.toolHeadShovel:8388, oredict.toolHeadShovelAlexandrite.name
gregtech:gt.meta.toolHeadShovel:8415, oredict.toolHeadShovelOnyxRed.name
gregtech:gt.meta.toolHeadShovel:8416, oredict.toolHeadShovelOnyxBlack.name
gregtech:gt.meta.toolHeadShovel:8417, oredict.toolHeadShovelAmazonite.name
gregtech:gt.meta.toolHeadShovel:8418, oredict.toolHeadShovelBamboo.name
gregtech:gt.meta.toolHeadShovel:8419, oredict.toolHeadShovelZircon.name
gregtech:gt.meta.toolHeadShovel:8423, oredict.toolHeadShovelDiamondIndustrial.name
gregtech:gt.meta.toolHeadShovel:8424, oredict.toolHeadShovelPinkDiamond.name
gregtech:gt.meta.toolHeadShovel:8425, oredict.toolHeadShovelOceanJasper.name
gregtech:gt.meta.toolHeadShovel:8426, oredict.toolHeadShovelRainforestJasper.name
gregtech:gt.meta.toolHeadShovel:8427, oredict.toolHeadShovelBlueJasper.name
gregtech:gt.meta.toolHeadShovel:8428, oredict.toolHeadShovelGreenJasper.name
gregtech:gt.meta.toolHeadShovel:8429, oredict.toolHeadShovelYellowJasper.name
gregtech:gt.meta.toolHeadShovel:8430, oredict.toolHeadShovelTigerEye.name
gregtech:gt.meta.toolHeadShovel:8431, oredict.toolHeadShovelCatsEye.name
gregtech:gt.meta.toolHeadShovel:8432, oredict.toolHeadShovelDragonEye.name
gregtech:gt.meta.toolHeadShovel:8433, oredict.toolHeadShovelHawksEye.name
gregtech:gt.meta.toolHeadShovel:8434, oredict.toolHeadShovelBlackEye.name
gregtech:gt.meta.toolHeadShovel:8435, oredict.toolHeadShovelTigerIron.name
gregtech:gt.meta.toolHeadShovel:8445, oredict.toolHeadShovelMilkyQuartz.name
gregtech:gt.meta.toolHeadShovel:8446, oredict.toolHeadShovelBrownAventurine.name
gregtech:gt.meta.toolHeadShovel:8447, oredict.toolHeadShovelYellowAventurine.name
gregtech:gt.meta.toolHeadShovel:8448, oredict.toolHeadShovelGreenAventurine.name
gregtech:gt.meta.toolHeadShovel:8449, oredict.toolHeadShovelBlackAventurine.name
gregtech:gt.meta.toolHeadShovel:8450, oredict.toolHeadShovelBlueAventurine.name
gregtech:gt.meta.toolHeadShovel:8451, oredict.toolHeadShovelRedAventurine.name
gregtech:gt.meta.toolHeadShovel:8457, oredict.toolHeadShovelVoidQuartz.name
gregtech:gt.meta.toolHeadShovel:8500, oredict.toolHeadShovelStone.name
gregtech:gt.meta.toolHeadShovel:8501, oredict.toolHeadShovelConcrete.name
gregtech:gt.meta.toolHeadShovel:8502, oredict.toolHeadShovelNetherrack.name
gregtech:gt.meta.toolHeadShovel:8503, oredict.toolHeadShovelNetherBrick.name
gregtech:gt.meta.toolHeadShovel:8504, oredict.toolHeadShovelEndstone.name
gregtech:gt.meta.toolHeadShovel:8505, oredict.toolHeadShovelBasalt.name
gregtech:gt.meta.toolHeadShovel:8506, oredict.toolHeadShovelMarble.name
gregtech:gt.meta.toolHeadShovel:8507, oredict.toolHeadShovelGraniteRed.name
gregtech:gt.meta.toolHeadShovel:8508, oredict.toolHeadShovelGraniteBlack.name
gregtech:gt.meta.toolHeadShovel:8509, oredict.toolHeadShovelRedrock.name
gregtech:gt.meta.toolHeadShovel:8511, oredict.toolHeadShovelDiorite.name
gregtech:gt.meta.toolHeadShovel:8517, oredict.toolHeadShovelUmber.name
gregtech:gt.meta.toolHeadShovel:8518, oredict.toolHeadShovelGranite.name
gregtech:gt.meta.toolHeadShovel:8523, oredict.toolHeadShovelDeadrock.name
gregtech:gt.meta.toolHeadShovel:8599, oredict.toolHeadShovelBedrock.name
gregtech:gt.meta.toolHeadShovel:8600, oredict.toolHeadShovelElectrum.name
gregtech:gt.meta.toolHeadShovel:8601, oredict.toolHeadShovelSterlingSilver.name
gregtech:gt.meta.toolHeadShovel:8602, oredict.toolHeadShovelRoseGold.name
gregtech:gt.meta.toolHeadShovel:8603, oredict.toolHeadShovelAngmallen.name
gregtech:gt.meta.toolHeadShovel:8606, oredict.toolHeadShovelGildedIron.name
gregtech:gt.meta.toolHeadShovel:8610, oredict.toolHeadShovelBronze.name
gregtech:gt.meta.toolHeadShovel:8611, oredict.toolHeadShovelBlackBronze.name
gregtech:gt.meta.toolHeadShovel:8612, oredict.toolHeadShovelBismuthBronze.name
gregtech:gt.meta.toolHeadShovel:8613, oredict.toolHeadShovelHepatizon.name
gregtech:gt.meta.toolHeadShovel:8620, oredict.toolHeadShovelBrass.name
gregtech:gt.meta.toolHeadShovel:8621, oredict.toolHeadShovelCobaltBrass.name
gregtech:gt.meta.toolHeadShovel:8622, oredict.toolHeadShovelAluminiumAlloy.name
gregtech:gt.meta.toolHeadShovel:8630, oredict.toolHeadShovelSteel.name
gregtech:gt.meta.toolHeadShovel:8631, oredict.toolHeadShovelBlackSteel.name
gregtech:gt.meta.toolHeadShovel:8632, oredict.toolHeadShovelBlueSteel.name
gregtech:gt.meta.toolHeadShovel:8633, oredict.toolHeadShovelRedSteel.name
gregtech:gt.meta.toolHeadShovel:8634, oredict.toolHeadShovelDamascusSteel.name
gregtech:gt.meta.toolHeadShovel:8635, oredict.toolHeadShovelTungstensteel.name
gregtech:gt.meta.toolHeadShovel:8636, oredict.toolHeadShovelStainlessSteel.name
gregtech:gt.meta.toolHeadShovel:8637, oredict.toolHeadShovelHSLASteel.name
gregtech:gt.meta.toolHeadShovel:8638, oredict.toolHeadShovelTungstenCarbide.name
gregtech:gt.meta.toolHeadShovel:8639, oredict.toolHeadShovelHSLASpringSteel.name
gregtech:gt.meta.toolHeadShovel:8640, oredict.toolHeadShovelAnnealedCopper.name
gregtech:gt.meta.toolHeadShovel:8642, oredict.toolHeadShovelPigIron.name
gregtech:gt.meta.toolHeadShovel:8643, oredict.toolHeadShovelWroughtIron.name
